product_id,domain,category,subcategory,title,display_name,capacity_range,short_description,product_info,technical_details,applications,model_count,spec_status,source_type,source_url
PROD-024,i-power,Battery Storage Power Solutions,AGM (Deep Cycle) Valve Regulated Sealed Lead Acid 12Volt,E-AD Series Range: 26Ah – 200Ah,AGM E-AD Series Range: 26Ah – 200Ah,26-200AH,"AGM E-AD Series Range: 26Ah – 200Ah is a AGM (Deep Cycle) Valve Regulated Sealed Lead Acid 12Volt product in the Battery Storage Power Solutions category from Interconnect Solutions' i-power line, spanning 26-200AH.",,Order-Code: [910-043] Rated Voltage (V): 12; Description: VRLA AGM (Deep Cycle) Battery 12V5AH; Rated Capacity @ 25° C (Ah): 5.2; Dimensions (Mm): 5; Weight (Kg): 90; Terminal Type: 70 | [910-044] Rated Voltage (V): 12; Description: VRLA AGM (Deep Cycle) Battery 12V7AH; Rated Capacity @ 25° C (Ah): 7.3; Dimensions (Mm): 7; Weight (Kg): 151; Terminal Type: 65 | [910-045] Rated Voltage (V): 12; Description: VRLA AGM (Deep Cycle) Battery 12V9AH; Rated Capacity @ 25° C (Ah): 9.6; Dimensions (Mm): 9; Weight (Kg): 151; Terminal Type: 65 | [910-046] Rated Voltage (V): 12; Description: VRLA AGM (Deep Cycle) Battery 12V12AH; Rated Capacity @ 25° C (Ah): 12.9; Dimensions (Mm): 12; Weight (Kg): 151; Terminal Type: 99 | [910-047] Rated Voltage (V): 12; Description: VRLA AGM (Deep Cycle) Battery 12V18AH; Rated Capacity @ 25° C (Ah): 19; Dimensions (Mm): 18; Weight (Kg): 181; Terminal Type: 77 | [910-048] Rated Voltage (V): 12; Description: VRLA AGM (Deep Cycle) Battery 12V26AH; Rated Capacity @ 25° C (Ah): 27.2; Dimensions (Mm): 26; Weight (Kg): 165; Terminal Type: 176 | [910-049] Rated Voltage (V): 12; Description: VRLA AGM (Deep Cycle) Battery 12V40AH; Rated Capacity @ 25° C (Ah): 42.2; Dimensions (Mm): 40; Weight (Kg): 198; Terminal Type: 166 | [910-050] Rated Voltage (V): 12; Description: VRLA AGM (Deep Cycle) Battery 12V44AH; Rated Capacity @ 25° C (Ah): 46.6; Dimensions (Mm): 44; Weight (Kg): 198; Terminal Type: 166 | [910-051] Rated Voltage (V): 12; Description: VRLA AGM (Deep Cycle) Battery 12V65AH; Rated Capacity @ 25° C (Ah): 67.8; Dimensions (Mm): 65; Weight (Kg): 350; Terminal Type: 167 | [910-052] Rated Voltage (V): 12; Description: VRLA AGM (Deep Cycle)Battery 12V80AH; Rated Capacity @ 25° C (Ah): 84; Dimensions (Mm): 80; Weight (Kg): 329; Terminal Type: 174 | [910-053] Rated Voltage (V): 12; Description: VRLA AGM (Deep Cycle) Battery 12V100AH; Rated Capacity @ 25° C (Ah): 106; Dimensions (Mm): 100; Weight (Kg): 329; Terminal Type: 174 | [910-054] Rated Voltage (V): 12; Description: VRLA AGM (Deep Cycle) Battery 12V120AH; Rated Capacity @ 25° C (Ah): 128; Dimensions (Mm): 120; Weight (Kg): 407; Terminal Type: 174 | [910-055] Rated Voltage (V): 12; Description: VRLA AGM (Deep Cycle) Battery 12V150AH; Rated Capacity @ 25° C (Ah): 154; Dimensions (Mm): 150; Weight (Kg): 484; Terminal Type: 171 | [910-056] Rated Voltage (V): 12; Description: VRLA AGM (Deep Cycle) Battery 12V200AH; Rated Capacity @ 25° C (Ah): 212; Dimensions (Mm): 200; Weight (Kg): 522; Terminal Type: 240,,0,range_only,website,https://i-sol.co.uk/agm-deep-cycle-valve-regulated-sealed-lead-acid-12volt
PROD-025,i-power,Battery Storage Power Solutions,Battery Storage Power Solutions,Lithium Battery Pack (RB-LI-192-100),Battery Lithium Battery Pack (RB-LI-192-100),,Battery Lithium Battery Pack (RB-LI-192-100) is a Battery Storage Power Solutions product in the Battery Storage Power Solutions category from Interconnect Solutions' i-power line.,,"Rate Voltage: ±192V | Rate Capacity: 100Ah | Minimum Capacity: 90Ah | Size（L*W*H): 1Pc Master Control W 440*D 500*H 176mm, 8Pcs Slave Control W 440*D 500*H 88mm | Weight: 280Kg | Discharge Current: <= 100A | Charge Current: <= 15A | Cut-Off Discharge Voltage: 2.8V*60 | Average Charge voltage: 3.5V*60 | Charging Temperature: 0-45℃ | Discharging Temperature: -20-55℃ | Charge Mode: Constant Current / Constant Voltage | Voltage consistency: ＜50mV | Capacity consistency: <= 2% | Self-Discharge: <=5% / Month | Cycle life: >=1000 Cycles",,1,verified,website,https://i-sol.co.uk/lithium-battery-pack-rb-li-192-100
PROD-026,i-power,Battery Storage Power Solutions,Battery Storage Power Solutions,Lithium Battery Pack (RB-LI-48-25),Battery Lithium Battery Pack (RB-LI-48-25),25AH,"Battery Lithium Battery Pack (RB-LI-48-25) is a Battery Storage Power Solutions product in the Battery Storage Power Solutions category from Interconnect Solutions' i-power line, spanning 25AH.",,Nominal Voltage: 48V | Protection Class: IP 20 | Minimum Capacity: 23Ah | Size（L*W*H): 438*400*86.5mm | Weight: 20Kg | Standard Discharge: 12A | Maximum Discharge Current: 24A | Discharge Cut-Off Voltage: 37.5V | Charge Voltage: 54.75V | Standard Charge: 12A | Maximum Charge Current: 40A | Resistance: <=80m Ohm | Operating Temperature Range: Discharge 0～45℃ | Discharge-20～65℃ | Storage Temperature Range: 3 months：-20～45℃ | 6 months：-10～25℃ | Storage Humidity: 15%～90% | Charge Discharge Interface: DSTB8-03 C4 | Mode Of Communication: RS485 | Shell Material: Black iron box,,1,verified,website,https://i-sol.co.uk/lithium-battery-pack-rb-li-28-25
PROD-027,i-power,Customized Power Solutions,Custom Design Online UPS > 1 Phase In - 1 Phase Out,T-4101A (3-10kVA),T-4101A (3-10kVA),3KVA,"T-4101A (3-10kVA) is a Custom Design Online UPS > 1 Phase In - 1 Phase Out product in the Customized Power Solutions category from Interconnect Solutions' i-power line, spanning 3KVA.",,"Display: LCD Indicates The Status Of UPS, Input Voltage, Input Frequency, Output Voltage, Load % And Bettery Voltage | Alarm: Low Bettery, Abnormal AC Input, UPS Failure | Power Factor: 0.9 | Battery Type: External | Voltage (Vac): 100 To 295 (L1, L2, G) | Frequency (Hz): 50 ± 5% | Voltage (Vac) (2): 220±2% | Frequency (Hz) (2): 50±1% (Battery Mode) | Waveform: Pure Sine Wave | Transfer Time (Ms): 0 | Isolation: Built-In Output Transformer | Battery Votlage (Vdc): 96 | Charger Current (A) Max: 5 | Communication Interface: RS232 (USB/Dry Contacts/SNMP Adaptor Is Optional | Porotection: Low Bettery, Overload, Short Circuit, Over Temperature | Input/Output Connections: One Pin And Two SA50 Sockets For External Battery Cabinet | Input Plug: UK Plug | Output Sockets: One IEC Sockets And Two SA50 Sockets For External Battery Cabinet | Cooling: Forced Cooling Through Fans | Working Temperature (°C): 0 To 50 | Relativite Humidity: 0 To 95%, No Condensation | Dimensions (WxDxH) (Mm): 198*670*347 | Weight (Kg): 48",,1,verified,website,https://i-sol.co.uk/t-4101a-3-10kva-t-8001-1-3kva
PROD-028,i-power,Customized Power Solutions,Custom Design Online UPS > 1 Phase In - 1 Phase Out,"T-8001, 1-In / 1-Out, Outdoor cabinet with UPS, 0.9PF (1-3KVA)","T-8001, 1-In / 1-Out, Outdoor cabinet with UPS, 0.9PF (1-3KVA)",1-3KVA,"T-8001, 1-In / 1-Out, Outdoor cabinet with UPS, 0.9PF (1-3KVA) is a Custom Design Online UPS > 1 Phase In - 1 Phase Out product in the Customized Power Solutions category from Interconnect Solutions' i-power line, spanning 1-3KVA.",,"Protections: Overload, Short-Circuit, Over Temp., Utility PowerVoltage High/Low, BAT Voltage High/Low | Input Voltage Range: 115-300Vac ± 5V | Output Voltage: 208/220/230/240 Vac ± 3% (Inverter Mode) | Crest Ratio: 3:1 | Dynamic Response: 0.05 | Cooling System: Temperature Sensor Cooling Fan Built-In | Input Voltage: 220Vac | Output Power Factor: 0.9 | IP Rating: IP 55 | Communication Port: Rs232 (Std.) ； /SNMP/RS485/ Dry Contact （ Optional Accessory ） | Working Temperature: -40°C To +60°C | Battery Type: Sealed Lead Acid Maintenance Free | Waveform: Pure Sine Wave THD < 3% (Linear Full Load) , Pure Sine Wave THD <8% (None-Linear Full Load) | Structure: Online Single Phase | Input Frequency Range(Hz): (46-54) ± 0.5 | Bypass Voltage: 80 Vac*(1 ± 5%)-285 Vac*(1 ± 5%) | Input Frequency(Hz): 50 | Output Frequency (Hz): 46-54Hz(AC Mode) : 50Hz ± 1%(BAT Mode) | Recovery Time: <60ms | Inverter Bypass Transfer Time: <4ms | Cabinet Order-Code: 905-041 | 905-042 | 905-042 | 905-042 | Mounting: Wall-Mounting, Pole-Mounting, Floor-Mounting | Dimensions (WxDxH) Mm: 600x450x700 | 600x600x1200 | Standard Level: Military | Cable Entry: Bottom Sides | Thickness: 1.2mm | Environment Monitoring System: Door Open/Close, Temperature, Smoke Sync. With SNMP(Optional) | Door: Flat Lock | Design: Sunshade Design/ Split-Level Design / Front Access And Maintenance / Inner Temperature Management, Fan Cooling, Air-Con Cooling, Heating Module, Heating Film | Internal Height: 12U | 22U | Material: Hot-Galvanzing Anti-Electrostatic. | Space For Load: 2U | 4U | Battery Rated Volts: - | 36Vdc | - | 72Vdc | - | 96Vdc | Battery Rated Units: 12V/7Ahx2pc | - | 12V/7Ahx4pc | - | 12V/7Ahx16pc | - | Backup Time: 5-10min | - | 5-10min | - | 5-15min | - | Charger (A) Max: 1 | 6 | 1 | 7 | 1 | 7",,0,range_only,website,https://i-sol.co.uk/t-8001-1-in-1-out-outdoor-cabinet-with-ups-09pf-1-3kva
PROD-029,i-power,Customized Power Solutions,Custom Design Online UPS > 1 Phase In - 1 Phase Out,"T-8002, Data Master Cabinet, 1-In / 1-Out, 0.9, (1-10kVA)","T-8002, Data Master Cabinet, 1-In / 1-Out, 0.9, (1-10kVA)",10KVA,"T-8002, Data Master Cabinet, 1-In / 1-Out, 0.9, (1-10kVA) is a Custom Design Online UPS > 1 Phase In - 1 Phase Out product in the Customized Power Solutions category from Interconnect Solutions' i-power line, spanning 10KVA.",,"UPS Structure: 1/1 Phase | Display: LCD Display：I/P, O/P Voltage, Freq., BAT Volt, Load %, Etc. | Input PF: ≥0.98 | Output Voltage: 220/230/240Vac | Output PF: 0.9 | Distortion: Linear Load＜1%；Non-Linear Load＜5% | Static Bypass Transfer Time: 0ms | Net Weight (Kg): 20 | Communication Port: RS232, SNMP（Optional） | Nominal Voltage: 12V/7Ah | Weight (Kg): 1500 | Backup Time: Standard ≥10min(Long Backup Time Can Be Customized） | Total Refrigerating O/P (KW): Std.：3.5；Max.：4 | Total Capacity (KW): 1.7 | Environmental Range: -45～50℃；0%～90%RH | Internal Size（Mm）: W440×D800×H260（6U） | Power Supply: 220Vac/50Hz | Ventilation: From Top To Bottom | Input Volt. Range: 175～280Vac1/1 Phase, | Input Volt. Range (2): 115～300Vac | Voltage Regulation: ±2% | Frequency Regulation: 50/60Hz±0.05Hz | Size (WxDxH)Mm: 430×500×88/2U（ Built-In 8 Units 7Ah） | Temp., Humi., Ports: 5 | Rs485 Ports: 2 | Rs232 Ports: 1 | Display (2): 10 Touch Screen | Voltage Detection Range: AC100～250V | Current Detection Range: 0～30V | Digits: 8 Digits，Detection 0.1kW Precision：1.5 Level | Screen Size: 17 Inches | Working Volt: 5V | Cabinet Size（Mm）: 1800*1100*2000/42U",,1,verified,website,https://i-sol.co.uk/t-8002-data-master-cabinet-1-in-1-out-09-1-10kva
PROD-030,i-power,Customized Power Solutions,Customized Power Solutions,Manual Voltage Variable Supply,Customized Manual Voltage Variable Supply,,Customized Manual Voltage Variable Supply is a Customized Power Solutions product in the Customized Power Solutions category from Interconnect Solutions' i-power line.,,Output Voltage: 3-Phase(0~430V)adjustable (conventional) | Altitude: 1500 m | Input Voltage: Three-phase 380V | Frequency: 50Hz -60Hz | Rated Power (kVA): 20 kVA / 16KW | Rated Output Current: 26 A (at rated voltage) | waveform Distrotion: No additional distortion | Temperature rise: Less than 65° | Productiveness: Greater than 96% | Dielectric Strength: 3000V / min with no breakdown | Insulation Speed: B level | waveform Distrotion (2): <= 0. 1% | Reaction Speed: 10V /S | Overload（%）: 20% | 40% | 60% | No more than (minutes): 30 | 15 | 1 | Size mm (L*W*H): 350*450*560 | Ambient temperature: +50° | Air relative humidity: 90%,,1,verified,website,https://i-sol.co.uk/manual-voltage-variable-supply
PROD-031,i-power,Optional / Accessories,Optional UPS Components > Static Transfer Switches,Single Phase 3-32A,Static Single Phase 3-32A,10-32A,"Static Single Phase 3-32A is a Optional UPS Components > Static Transfer Switches product in the Optional / Accessories category from Interconnect Solutions' i-power line, spanning 10-32A.",,"Humidity: 0-90% No Condensation | Alarm: Alarm Of Bi-AC Input Abnormality, Alarm Of Output Abnormality | Dimensions (WxDxH): 430×430×44 | 430×430×132 | Voltage (Vac): 220 | Frequency (Hz): 50 ±5 | Weight (Kg): 8 | 10 | Current (A): 10 | 16 | 32 | Volatge (Vac): 220 | Transfer (Ms): ≤ 4 | Outlet: 2 Of IEC Outlets, 2 Of IRAM-2073 Outlets And TerminalBlock | Terminal Block | Panel Display: LED Indicators Status Of Bi-AC Input, Output | Temperature( ̊C ): 0-40",,3,verified,website,https://i-sol.co.uk/static-transfer-switchescard-single-phase-3-32a
PROD-032,i-power,Optional / Accessories,Optional UPS Components > Static Transfer Switches,Three Phase 100-400A,Static Three Phase 100-400A,100-400A,"Static Three Phase 100-400A is a Optional UPS Components > Static Transfer Switches product in the Optional / Accessories category from Interconnect Solutions' i-power line, spanning 100-400A.",,"Display: LCD Display | Protection: SCR Protection And Overcurrent Protection Available / Short Circuit Protection Available | Transfer Time: 5 Msec Within CBEMA & IEEE For Synchronized Sources - 11 Msec For Unsynchronized Sources | Frequency: 50Hz Or 60Hz, +/-%-5(Adjustable Error Window) | Working Temperature: 0°C To 40°C | Voltage: 230/400 Vac 4 Wires + Earth | Current: 100A | 150A | 200A | 250A | 300A | 400A | Voltage / Frequency: 230/400 Vac 4 Wires + Earth - 50Hz Or 60Hz, +/-%-5 | Load Crest Factor: Upto 3.5 | AC/AC Efficiency: >%98 | Load PF Range: 0.6 Lag To 0.9 Lead | Dimensions (HxWxD)Mm: 685x530x1500 | 685x580x1770 | Monitoring Software: Available | Maintenance Switch: Available | RS232 Multiplexer: Available As Options (2 RS232 Serial Ports) | Internal Resistive Load: Available As Options",,6,verified,website,https://i-sol.co.uk/static-transfer-switchescard-three-phase-100-400a
PROD-033,i-power,Optional / Accessories,Optional UPS Components,SNMP Adaptor/Card,Optional SNMP Adaptor/Card,,Optional SNMP Adaptor/Card is a Optional UPS Components product in the Optional / Accessories category from Interconnect Solutions' i-power line.,,,,0,range_only,website,https://i-sol.co.uk/snmp-adaptorcard
PROD-034,i-power,Optional / Accessories,Optional UPS Components,i-power Remote Management System (RMS),Optional i-power Remote Management System (RMS),,Optional i-power Remote Management System (RMS) is a Optional UPS Components product in the Optional / Accessories category from Interconnect Solutions' i-power line.,,,,0,range_only,website,https://i-sol.co.uk/i-power-remote-management-system-rms
PROD-035,i-power,Optional / Accessories,Battery Cabinets and Racks,7Ah-200Ah,Battery 7Ah-200Ah,7-200AH,"Battery 7Ah-200Ah is a Battery Cabinets and Racks product in the Optional / Accessories category from Interconnect Solutions' i-power line, spanning 7-200AH.",,"Order Code: [905-043] Dimensions(Mm): 585*470*320; Battery Capacity And Quantity: 18/26/40/65/100AH; Weight (KG): 14/8/6/3/3 Pieces; Suitable UPS Model: 2.2; Cable Specs: T-4104 (1KVA); DC Breaker Rating Installed: 6 Sqm,Φ0.64mm*19; Number Of Shelves: 63A/1P | [905-044] Dimensions(Mm): 450*470*615; Battery Capacity And Quantity: 18/26/40/65/100AH; Weight (KG): 20/12/8/4/4 Pieces; Suitable UPS Model: 15; Cable Specs: T-4004 (1KVA); DC Breaker Rating Installed: 6 Sqm,Φ0.64mm*20; Number Of Shelves: 63A/1P | [905-045] Dimensions(Mm): 450*470*615; Battery Capacity And Quantity: 18/26/40AH; Weight (KG): 14/8/6 Pieces; Suitable UPS Model: 15; Cable Specs: T-4104 (2KVA); DC Breaker Rating Installed: 6 Sqm,Φ0.64mm*19; Number Of Shelves: 63A/1P | [905-046] Dimensions(Mm): 450*470*615; Battery Capacity And Quantity: 18/26/40AH; Weight (KG): 14/8/6 Pieces; Suitable UPS Model: 15; Cable Specs: T-4104 (3KVA); DC Breaker Rating Installed: 6 Sqm,Φ0.64mm*19; Number Of Shelves: 63A/1P | [905-047] Dimensions(Mm): 450*470*615; Battery Capacity And Quantity: 18/26/40AH; Weight (KG): 14/8/6 Pieces; Suitable UPS Model: 15; Cable Specs: T-4004 (2KVA&3KVA -96 Vdc); DC Breaker Rating Installed: 6 Sqm,Φ0.64mm*19; Number Of Shelves: 63A/1P | [905-048] Dimensions(Mm): 585*470*615; Battery Capacity And Quantity: 18/26/40/65/100AH; Weight (KG): 28/16/12/6/6 Pieces; Suitable UPS Model: 18; Cable Specs: T-4104 (2KVA); DC Breaker Rating Installed: 6 Sqm,Φ0.64mm*19; Number Of Shelves: 63A/1P | [905-049] Dimensions(Mm): 780*470*615; Battery Capacity And Quantity: 18/26/40/65/100AH; Weight (KG): 44/20/16/8/8 Pieces; Suitable UPS Model: 18; Cable Specs: T-4104 (3KVA); DC Breaker Rating Installed: 6 Sqm,Φ0.64mm*19; Number Of Shelves: 63A/1P | [905-050] Dimensions(Mm): 780*470*615; Battery Capacity And Quantity: 18/26/40/65/100AH; Weight (KG): 44/20/16/8/8 Pieces; Suitable UPS Model: 18; Cable Specs: T-4004 (2KVA&3KVA -96 Vdc); DC Breaker Rating Installed: 6 Sqm,Φ0.64mm*19; Number Of Shelves: 63A/1P | [905-051] Dimensions(Mm): 780*470*615; Battery Capacity And Quantity: 18/26/40AH; Weight (KG): 44/20/16 Pieces; Suitable UPS Model: 18; Cable Specs: T-4004 (2KVA,3KVA & 6KVA -192 Vdc); DC Breaker Rating Installed: 6 Sqm,Φ0.64mm*19; Number Of Shelves: 63A/1P | [905-052] Dimensions(Mm): 780*470*615; Battery Capacity And Quantity: 18/26/40AH; Weight (KG): 44/20/16 Pieces; Suitable UPS Model: 18; Cable Specs: T-4004 (10KVA); DC Breaker Rating Installed: 10 Sqm,Φ0.64mm*49; Number Of Shelves: 63A/1P | [905-053] Dimensions(Mm): 780*470**1190; Battery Capacity And Quantity: 26/40/65/100AH; Weight (KG): 40/32/16/16 Pieces; Suitable UPS Model: 45; Cable Specs: 1)T-4004 (2KVA,3KVA & 6KVA -192 Vdc)2) T-4104 (6KVA); DC Breaker Rating Installed: 6 Sqm,Φ0.64mm*19; Number Of Shelves: 63A/1P | [905-054] Dimensions(Mm): 780*470**1190; Battery Capacity And Quantity: 26/40/65/100AH; Weight (KG): 40/32/16/16 Pieces; Suitable UPS Model: 45; Cable Specs: 1)T-4104 (10KVA)2) T-4105 (10KVA)3) T-4004 (10KVA,15KVA)4) T-4005 (10,15,20KVA); DC Breaker Rating Installed: 10 Sqm,Φ0.64mm*49; Number Of Shelves: 63A/1P | [905-055] Dimensions(Mm): 780*470**1190; Battery Capacity And Quantity: 26/40/65/100AH; Weight (KG): 40/32/16/16 Pieces; Suitable UPS Model: 45; Cable Specs: T-4105 (15KVA, 20KVA); DC Breaker Rating Installed: 16 Sqm,Φ0.64mm*49; Number Of Shelves: 63A/1P | [905-056] Dimensions(Mm): 780*470**1190; Battery Capacity And Quantity: 26/40AH; Weight (KG): 40/32 Pieces; Suitable UPS Model: 45; Cable Specs: 1) T-4004 (2,3,6KVA-192 Vdc)2) T-4104 (3KVA)3) T-4104 (6KVA- 2 X 16 In Parallel); DC Breaker Rating Installed: 6 Sqm,Φ0.64mm*19; Number Of Shelves: 63A/1P | [905-057] Dimensions(Mm): 780*470**1190; Battery Capacity And Quantity: 26/40AH; Weight (KG): 40/32 Pieces; Suitable UPS Model: 45; Cable Specs: 1) T-4004 (10KVA)2) T-4104 (10KVA)3) T-4105 (15KVA); DC Breaker Rating Installed: 10 Sqm,Φ0.64mm*19; Number Of Shelves: 63A/1P | [905-058] Dimensions(Mm): 780*470**1190; Battery Capacity And Quantity: 26/40AH; Weight (KG): 40/32 Pieces; Suitable UPS Model: 45; Cable Specs: T-4105 (20KVA - 2 X 16 In Parallel); DC Breaker Rating Installed: 16 Sqm,Φ0.64mm*20; Number Of Shelves: 100A/1P | [905-059] Dimensions(Mm): 780*470**1190; Battery Capacity And Quantity: 26/40/65/100AH; Weight (KG): 40/32/16/16 Pieces; Suitable UPS Model: 45; Cable Specs: 1) T-4005 (10,1520KVA)2) T-4007 (10,15,20KVA); DC Breaker Rating Installed: 10 Sqm,Φ0.64mm*19; Number Of Shelves: 63A/1P | [905-060] Dimensions(Mm): 950*470*1190; Battery Capacity And Quantity: 26/40/65/100AH; Weight (KG): 40/32/16/16 Pieces; Suitable UPS Model: 50; Cable Specs: 1) T-4104 (10KVA)2) T-4105 (10,15KVA); DC Breaker Rating Installed: 10 Sqm,Φ0.64mm*19; Number Of Shelves: 63A/1P | [905-061] Dimensions(Mm): 950*470*1190; Battery Capacity And Quantity: 26/40/65/100AH; Weight (KG): 40/32/16/16 Pieces; Suitable UPS Model: 50; Cable Specs: T-4105 (20KVA); DC Breaker Rating Installed: 16 Sqm,Φ0.64mm*19; Number Of Shelves: 100A/1P | [905-062] Dimensions(Mm): 780*880*1190; Battery Capacity And Quantity: 65/100AH; Weight (KG): 32 Pieces; Suitable UPS Model: 77; Cable Specs: 1) T-4005 (10,15 20KVA)2) T-4007 (10,15,20KVA); DC Breaker Rating Installed: 10 Sqm,Φ0.64mm*19; Number Of Shelves: 100A/1P | [905-063] Dimensions(Mm): 780*880*1190; Battery Capacity And Quantity: 65/100AH; Weight (KG): 32 Pieces; Suitable UPS Model: 77; Cable Specs: 1) T-4005 (30KVA)2) T-4007 (30KVA); DC Breaker Rating Installed: 16 Sqm,Φ0.64mm*19; Number Of Shelves: 100A/1P | [905-064] Dimensions(Mm): 780*880*1190; Battery Capacity And Quantity: 65/100AH; Weight (KG): 32 Pieces; Suitable UPS Model: 77; Cable Specs: 1) T-4005 (40KVA)2) T-4007 (40KVA); DC Breaker Rating Installed: 25 Sqm,Φ0.58mm*98; Number Of Shelves: 125A/1P | [905-065] Dimensions(Mm): 780*880*1190; Battery Capacity And Quantity: 65/100AH; Weight (KG): 32 Pieces; Suitable UPS Model: 77; Cable Specs: T-4007 (60KVA); DC Breaker Rating Installed: 35 Sqm,Φ0.58mm*133; Number Of Shelves: 100A/2P + DC BOX | [905-066] Dimensions(Mm): 780*880*1190; Battery Capacity And Quantity: 65/100AH; Weight (KG): 32 Pieces; Suitable UPS Model: 77; Cable Specs: T-4007 (80KVA); DC Breaker Rating Installed: 2 X 25 Sqm,Φ0.68mm*133; Number Of Shelves: 125A/2P + DC BOX | [905-067] Dimensions(Mm): 780*880*1190; Battery Capacity And Quantity: 65/100AH; Weight (KG): 32 Pieces; Suitable UPS Model: 77; Cable Specs: T-4007 (100KVA); DC Breaker Rating Installed: 2 X 25 Sqm,Φ0.68mm*133; Number Of Shelves: NM1-400S/3300315A/3P + DC BOX | [905-068] Dimensions(Mm): 780*880*1190; Battery Capacity And Quantity: 65/100AH; Weight (KG): 32 Pieces; Suitable UPS Model: 77; Cable Specs: T-4007 (120KVA); DC Breaker Rating Installed: 2 X 35 Sqm,Φ0.68mm*133; Number Of Shelves: NM1-400S/3300315A/3P + DC BOX | [905-069] Dimensions(Mm): 1120*1220*1480; Battery Capacity And Quantity: 65/100/200AH; Weight (KG): 40/40/32 Pieces; Suitable UPS Model: 210; Cable Specs: T-4007 (80KVA); DC Breaker Rating Installed: 2 X 25 Sqm,Φ0.68mm*133; Number Of Shelves: 125A/2P + DC BOX | [905-070] Dimensions(Mm): 1120*1220*1480; Battery Capacity And Quantity: 65/100/200AH; Weight (KG): 40/40/32 Pieces; Suitable UPS Model: 210; Cable Specs: T-4007 (120KVA); DC Breaker Rating Installed: 2 X 35 Sqm,Φ0.68mm*133; Number Of Shelves: NM1-400S/3300315A/3P + DC BOX",,0,range_only,website,https://i-sol.co.uk/battery-cabinets-and-racks-7ah-200ah
PROD-036,i-power,Optional / Accessories,Optional / Accessories,Static Transfer Switch (STS),Optional Static Transfer Switch (STS),,Optional Static Transfer Switch (STS) is a Optional / Accessories product in the Optional / Accessories category from Interconnect Solutions' i-power line.,,"Altitude: 0-3000m | Working Temp.: -5 - 45 'C | Storage Temp.: -25 - 65 'C | Transfer Time: Default 2 ms ( High sensitivity 50-60 Hz; Max 6 ms ( Low sensitivity 50-60 Hz) | Input Frequency: 50/60Hz | Storage Humidity: 5 - 95 % non-condensing | Rated Voltage: 220V | Max Output Current: 16A or 32A | Output Connection: 8 Amp Cl 3 or 8 Amp {international/universal) C20 without output cable; Or IEC-309-l 6A | Rated Short Circuit Current: 10 KA | Rated Voltage (2): 220 | Input Connection: C20 or IEC-309- l 6A | Cable Length: 2.5m (IEC-309-l 6A) | Cable Quantity: 2 (IEC-309-32A) , C20 port without input cable | Load Capacity: 3520 VA or 7040 VA | Maximum Input Current: 16A or 32A | Maximum Circuit Current: 16A or 32A | Dimension (W*D*H): 435*235* 44mm | Height: IU | Net Weight: C20 : 3.8kg; IEC-309- l 6A/32A : 6.2kg | Gross Weight: C20 : 6.7kg; IEC-309- l 6A/32A: 9.1 kg | Package: W*D*H: 523*320*180mm | Color: Black | Working Humidity: 5 - 95 % non-condensing | Certification: EN 55022 level A , FCC l 5 level A( part) l U | Warranty: 1 year",,1,verified,website,https://i-sol.co.uk/static-transfer-switch-sts
PROD-037,i-power,Battery Storage Power Solutions,Lithium-ion Battery Packs,RB-LI-48VDC-100Ah,Li-ion Battery 48VDC-100Ah,100AH,"The ENERGEN Lithium Iron Phosphate Battery Module is designed for storage and power supply application systems featuring an intelligent Battery Management System (BMS) that ensures enhanced safety, long cycle life, high energy density, wide temperature adaptability, and environmental protection.","This specification outlines the module's type, size, structure, electro-mechanical performance, service life, and BMS characteristics and may be updated according to specific customer requirements.",,Storage Energy UPS Inverters Back-up Power Solutions Industrial Applications,1,verified,website,https://i-sol.co.uk/product-line-4
PROD-038,i-power,Battery Storage Power Solutions,Lithium-ion Battery Packs,RB-LI-409.8-512VDC-50Ah-100Ah,Li-ion Battery 512VDC-100Ah,50-100AH,The ENERGEN Lithium Iron Phosphate Battery system is designed for 3-Phase online UPS applications guaranteeing safety and reliability. It supports a high 6C discharge current for 10 minutes and is compatible with a wide range of high-voltage UPS systems.,"Available in configurations up to 51.2KWH and scalable up to 8 cabinets, the battery system is protected by a BMS and Circuit Breaker, and offers a maximum supported UPS capacity up to 250KW.",,3-Phase UPS Systems Data Centers Industrial & Commercial Applications Renewable Energy Storage Systems,4,verified,website,https://i-sol.co.uk/product-line-4
PROD-039,i-power,Battery Storage Power Solutions,Lithium-ion Battery Packs,RB-LI-480VDC-40-100Ah,Li-ion Battery 480VDC-100Ah,,"A modular parallel-design lithium-ion battery system compatible with the full range of i-power UPS units, power ranging from 6kW to 1200kW, built on a nuclear-grade safety design concept.",DC/DC isolated design with physical isolation; a faulted battery module exits automatically without expanding the fault range; module fire protection; PBMU-SBMU-MBMU three-tier architecture; on-line array insulation detection; module design supports on-line expansion of capacity.,,3-Phase UPS Systems Data Centers Industrial & Commercial Applications Renewable Energy Storage Systems,0,range_only,website,https://i-sol.co.uk/product-line-4
